timestamp,internal_temp_c,external_temp_c,battery_voltage_v,battery_current_a,battery_soc_percent,battery_capacity_ah,power_load_kw,energy_loss_percent,tank_pressure_bar,estimated_autonomy_min,structural_integrity,critical_modules_status,telemetry_link_status,energy_available_kwh,launch_decision,anomalia_inserida
2023-01-01 00:00:00,28.9511606114864,21.002827884843853,24.31442810999773,2.708133480711688,79,117.40731712684357,0.5031978441455325,3.915986525695233,198.39350032282977,136,OK,Operational,Stable,2.255206499775991,Hold,nao
2023-01-01 00:01:00,24.179234558600875,3.946608052789161,22.48470992742796,3.002521316579009,76,115.48643737875985,1.2744411855392788,1.709518422356843,183.94542824470463,76,OK,Operational,Stable,1.9734760742102517,Hold,nao
2023-01-01 00:02:00,19.806908132135,1.1577161881588616,22.447311895857705,2.1015654952073204,96,101.1721550823173,1.6827967168561853,2.1417409269438488,163.4724098852747,101,OK,Operational,Stable,2.1802012034965075,Launch,nao
2023-01-01 00:03:00,29.031254887452235,6.946202749906725,23.65281218353718,3.3020357152286786,96,109.27121061714249,1.0447385880105513,2.8219349034320698,181.2455385117977,110,OK,Operational,Stable,2.481188564923205,Hold,nao
2023-01-01 00:04:00,29.02897697558427,32.01028614950191,24.623469986668496,0.9582486584584182,75,115.62861931119537,1.1256290629378676,1.006499782496578,155.76332896273772,125,OK,Operational,Stable,2.135383377906852,Hold,nao
2023-01-01 00:05:00,17.504523878791296,29.293573471357703,23.32107042007201,0.5968069006873312,71,119.83089501095532,1.7346327839928488,2.2309539447923146,159.5841369115386,76,OK,Operational,Stable,1.9841551661460286,Hold,nao
2023-01-01 00:06:00,25.99938738828689,9.278120691264462,24.81136076305244,1.2177041628937118,99,108.15887542035102,1.6400516551013904,4.427629567395156,192.22299218042687,109,OK,Operational,Stable,2.656733189002571,Hold,nao
2023-01-01 00:07:00,28.2470068870927,11.32934924356621,24.555701723758915,2.055291313857234,74,100.37879004794004,0.7183457733500616,2.1611252379768406,182.17748110506108,101,OK,Operational,Stable,1.8240050045786862,Hold,nao
2023-01-01 00:08:00,25.009651898832384,4.2881922782669815,22.99646982120029,3.754488816037061,75,109.03600611761492,0.8952396645163537,4.969561179837225,160.60586507563934,110,OK,Operational,Stable,1.8805824180809563,Hold,nao
2023-01-01 00:09:00,29.604504471979016,5.260384892404794,24.50810305901177,4.431995164967762,78,103.41022976403174,1.6631637696737471,3.8409353143057214,198.8441769848508,144,OK,Operational,Stable,1.9768230833621214,Hold,nao
2023-01-01 00:10:00,23.039439940858195,14.74151446609897,22.840138654323358,4.446339564202814,89,119.57922235052214,1.4843656181202471,2.4607316928868035,173.34818534483347,116,OK,Operational,Stable,2.430773356609259,Launch,nao
2023-01-01 00:11:00,26.797642526135107,10.146178359435908,22.262360157505608,2.864650940541907,85,105.92608708511467,1.2460503407896115,2.319139413910256,175.58250804454408,69,OK,Operational,Stable,2.0044399956495074,Hold,nao
2023-01-01 00:12:00,16.243253153605885,10.687201335331036,22.958058794562863,0.7155044540069802,87,119.51874208169642,0.9839995723609076,4.562720610683238,153.89221705018448,62,OK,Operational,Stable,2.387208927754489,Hold,nao
2023-01-01 00:13:00,19.472515827554112,-7.855060261820465,24.423950582084288,2.381135387488436,90,119.7322742092492,0.1695213631826131,1.502440632620821,198.8462665000528,147,OK,Operational,Stable,2.631901633530541,Hold,nao
2023-01-01 00:14:00,24.76048723408428,39.893305105641126,22.81497494439496,4.113922455075432,97,114.29802414032102,0.6514765101280175,4.338971570310787,193.0601353993679,92,OK,Operational,Stable,2.5294753602466167,Hold,nao
2023-01-01 00:15:00,18.76084772475832,0.4320277840513959,24.14182889804999,1.3127801005782156,70,111.12509439904476,1.974705232454167,2.5371376796619645,171.01610133027714,62,OK,Operational,Stable,1.8779341106829743,Hold,nao
2023-01-01 00:16:00,26.33311830847876,18.47878423750183,23.81665330358562,3.4795804672579043,92,101.97424048692208,1.8621953133329072,3.195427283948846,176.50066841900005,118,OK,Operational,Stable,2.2343903210476084,Hold,nao
2023-01-01 00:17:00,23.5847194079556,31.805776423280815,24.968248615573447,3.1603622966165195,83,101.00917676331626,0.8196947602967622,2.4400291127756075,161.67609203049523,109,OK,Operational,Stable,2.0932784574411345,Launch,nao
2023-01-01 00:18:00,25.519866747996765,22.906743637865624,22.652919829432783,3.9760163948468255,74,115.80845878708506,0.2560617951387239,1.984375665180232,154.82521247115662,147,OK,Operational,Stable,1.9413158020307661,Hold,nao
2023-01-01 00:19:00,20.439372323094094,-3.2145800537454106,22.884764700733463,4.385210528667807,95,112.81587497275817,1.8461056268787213,2.4784550341506333,150.0418452864712,148,OK,Operational,Stable,2.452676515595989,Hold,nao
2023-01-01 00:20:00,23.17388050757916,31.698060958629,24.085079747196623,3.9978072939866967,87,106.27859249339848,0.9229073550216048,4.693753882761495,163.76187388545006,148,OK,Operational,Stable,2.2269636867922835,Launch,nao
2023-01-01 00:21:00,15.87082845484776,17.539542913340632,22.12284077125752,1.9806693199746404,74,113.35772527653272,0.5158381833564352,3.1270393521014457,159.80018723014703,167,OK,Operational,Stable,1.8557682307986685,Hold,nao
2023-01-01 00:22:00,24.064560821573075,5.915486893942688,24.916693479649677,2.6877655561237805,92,114.01920029293208,1.7913267063105638,4.771483262827928,178.9602365419271,122,OK,Operational,Stable,2.6137029473342697,Launch,nao
2023-01-01 00:23:00,22.29263321130877,12.625237982137218,23.37067877059083,4.075555821067049,94,105.95710244840434,0.267780038527477,2.7017826595858008,191.0060344161729,172,OK,Operational,Stable,2.3277120404971865,Hold,nao
2023-01-01 00:24:00,22.23258219980541,1.6428518267279395,24.551820429793207,3.550561755741697,76,109.56632841604414,0.4507836777318245,3.4907604346093994,175.6181647340901,113,OK,Operational,Stable,2.044440143521073,Launch,nao
2023-01-01 00:25:00,27.78519981502004,0.7936419395142043,23.093569330750054,4.218270948615997,71,105.425175032061,1.0585191174969262,3.530054118838421,156.63076636697232,147,OK,Operational,Stable,1.7285969480546455,Hold,nao
2023-01-01 00:26:00,27.05337481443588,-7.646381390880821,22.46923545528585,4.5955796959327255,98,100.77057847704133,0.7281606797880238,1.8301460734338024,172.89158711321107,156,OK,Operational,Stable,2.218953097670682,Hold,nao
2023-01-01 00:27:00,15.507042092561614,-5.384621069797215,22.690401921877,1.8383250289260495,85,111.80081531693853,0.7970378240633041,3.2832283401870184,177.57141555139353,165,OK,Operational,Stable,2.156284619524646,Hold,nao
2023-01-01 00:28:00,25.29475413242116,4.754674173044819,24.93789455959119,0.5094724858413264,76,105.34985498203956,1.4197628163509637,2.5208340794831314,159.2768517524336,107,OK,Operational,Stable,1.9966747173118469,Hold,nao
2023-01-01 00:29:00,25.976449628062383,28.95305185657457,23.38974585570431,4.173225366782722,98,105.35367612612616,1.6640399241055153,1.115364427115081,153.77203731560502,167,OK,Operational,Stable,2.4149117953631882,Hold,nao
2023-01-01 00:30:00,19.59779255965835,11.60839761561057,22.40981027539737,1.98102269082838,88,111.49765207401474,1.5761877075328572,4.532806843605284,188.76598401748424,128,OK,Operational,Stable,2.198804281635224,Launch,nao
2023-01-01 00:31:00,22.376469783301086,-3.0525002345998606,23.136293841601677,4.582461972056453,94,115.95986867081868,1.1992594348501084,2.349167605063307,165.45222070616938,153,OK,Operational,Stable,2.5219086996775055,Hold,nao
2023-01-01 00:32:00,26.19428075615016,22.49390982106173,24.90332642968437,4.690706704826476,97,109.87011163813848,1.3686369874316835,2.997757428149125,150.25703899900824,155,OK,Operational,Stable,2.654047317340714,Hold,nao
2023-01-01 00:33:00,26.681492386474485,36.05192434580944,22.595445975158345,4.495339499842618,76,113.83470714503586,1.7359688070246753,3.132925706199703,195.28767690575336,160,OK,Operational,Stable,1.9548309412991585,Hold,nao
